학년,교과목명,학점,시간,N/P과목,담당교수,강좌번호,신청인원,제한인원,강의시간,비고,강의계획서
전학년,교양축구,2,2,N,김진선,5481,0,40,월 15:00~16:50 (S4501),,❌
전학년,교양농구,2,2,N,김태진,5482,0,40,수 09:00~10:50 (S10144),,
전학년,교양농구,2,2,N,김태진,5483,0,40,수 11:00~12:50 (S10144),,
전학년,장애인의이해,3,3,N,김자영,5484,0,55,목 09:00~11:45 (S4528),,
전학년,디지털혁신,3,3,N,정천용,5485,0,55,월 13:30~14:45 (S4511)  수 13:30~14:45 (S4511),,
전학년,교양일본어,3,3,N,이은미,5486,0,150,,"미래융합대학 전용강좌, 온라인(원격수업)",❌
전학년,중급한국어1,3,3,N,남주연,5487,0,40,화 10:30~13:15 (),TOPIK3급 외국인학생 전용강좌,
전학년,중급한국어1,3,3,N,윤새롬,5488,0,40,수 12:00~14:45 (),TOPIK3급 외국인학생 전용강좌,
전학년,중급한국어2,3,3,N,안유진,5489,0,40,목 10:30~13:15 (S4327),TOPIK3급 외국인학생 전용강좌,
전학년,고급한국어1,3,3,N,남주연,5490,0,40,월 10:30~13:15 (S4217),TOPIK4급 이상 외국인학생 전용강좌,
전학년,고급한국어2,3,3,N,이가원,5491,0,40,목 13:30~16:15 (),TOPIK4급 이상 외국인학생 전용강좌,
전학년,초급독일어,3,3,N,김유리,5492,0,55,월 15:00~16:15 (S4415)  수 15:00~16:15 (S4415),,❌
전학년,비즈니스영어,3,3,N,딜런모건,5493,0,30,월 15:00~16:15 (S10310)  수 15:00~16:15 (S10310),,❌
전학년,비즈니스영어,3,3,N,장지연,5494,0,150,,"미래융합대학 전용강좌, 온라인(원격수업)",
전학년,기초영어,2,2,N,장지연,5495,0,32,월 12:00~12:50 ()  수 12:00~12:50 (),,
전학년,기초영어,2,2,N,장지연,5496,0,32,월 13:00~13:50 ()  수 13:00~13:50 (),,
전학년,기초영어,2,2,N,장지연,5497,0,32,월 15:00~15:50 ()  수 15:00~15:50 (),,
전학년,기초영어,2,2,N,장지연,5498,0,32,화 15:00~15:50 ()  목 15:00~15:50 (),,
전학년,기초영어,2,2,N,장지연,5499,0,32,화 16:00~16:50 ()  목 16:00~16:50 (),,
전학년,한국어문법입문,3,3,N,나원주,5500,0,30,수 09:00~11:45 (S4219),1급 외국인 교환방문학생 전용강좌,
전학년,한국어회화입문,3,3,N,안유진,5501,0,30,목 13:30~16:15 (S4327),1급 외국인 교환방문학생 전용강좌,
전학년,한국어회화입문,3,3,N,오민수,5502,0,30,화 15:00~17:45 (S4427),1급 외국인 교환방문학생 전용강좌,
전학년,한국어독해입문,3,3,N,강수정,5503,0,30,화 12:00~14:45 (S4219),1급 외국인 교환방문학생 전용강좌,
전학년,한국어활용입문,3,3,N,김효인,5504,0,30,목 10:30~13:15 (S4217),1급 외국인 교환방문학생 전용강좌,
전학년,한국어문법초급,3,3,N,임현아,5505,0,40,화 12:00~14:45 (S4215),2급 외국인 교환방문학생 전용강좌,
전학년,한국어회화초급,3,3,N,남주연,5506,0,40,수 10:30~13:15 (S4217),2급 외국인 교환방문학생 전용강좌,
전학년,한국어독해초급,3,3,N,이가원,5507,0,40,목 16:30~19:15 (),2급 외국인 교환방문학생 전용강좌,
전학년,한국어활용초급,3,3,N,장지영,5508,0,40,금 12:00~14:45 (S4415),2급 외국인 교환방문학생 전용강좌,❌
전학년,AI와머신러닝,3,3,N,김제민,5509,0,38,화 12:00~14:45 (S4413),,
전학년,성공학특강,2,2,Y,주민재,5510,0,200,화 15:00~16:50 (S9114),N/P,
전학년,금융교육특강,2,2,Y,민봉기,5511,0,55,화 09:00~10:50 (S4325),N/P,
전학년,교수(최인화)세미나,1,1,Y,최인화,5512,0,10,수 18:40~19:25 (S4507),"미래융합대학 사회복지학과 2026학번 전용강좌, N/P",
전학년,교수(백주희)세미나,1,1,Y,백주희,5513,0,10,수 18:40~19:25 (S1209),"미래융합대학 사회복지학과 2026학번 전용강좌, N/P",
전학년,교수(이은미)세미나,1,1,Y,이은미,5514,0,55,화 17:00~17:50 (S1833),"인문대학 일어일문학전공 전용강좌, N/P",❌
전학년,교수(노정란)세미나,1,1,Y,노정란,5515,0,12,수 18:40~19:25 (S1217),"미래융합대학 회계세무학과 2026학번 전용강좌, N/P",
전학년,교수(황종규)세미나,1,1,Y,황종규,5516,0,15,수 18:40~19:25 (S1241),"미래융합대학 부동산학과 2026학번 전용강좌, N/P",
전학년,교수(박지현)세미나,1,1,Y,박지현,5517,0,15,수 18:40~19:25 (S1246),"미래융합대학 부동산학과 2026학번 전용강좌, N/P",❌
전학년,교수(주영선)세미나,1,1,Y,주영선,5518,0,10,수 18:40~19:25 (S1250),"미래융합대학 사회복지학과 2026학번 전용강좌, N/P",
전학년,교수(석호영)세미나,1,1,Y,석호영,5519,0,21,수 18:40~19:25 (S1325),"미래융합대학 법무행정학과 2026학번 전용강좌, N/P",❌
전학년,교수(안수정)세미나,1,1,Y,안수정,5520,0,12,수 18:40~19:25 (S1321),"미래융합대학 심리치료학과 2026학번 전용강좌, N/P",❌
1학년,M프레시맨세미나,2,2,Y,박상수,5521,0,55,화 17:50~19:35 (),"인문대학[광역] 신입생 전용강좌, N/P",❌
1학년,M프레시맨세미나,2,2,Y,정유경,5522,0,55,화 17:50~19:35 (S1837),"인문대학[광역] 신입생 전용강좌, N/P",
1학년,M프레시맨세미나,2,2,Y,최석원,5523,0,55,화 17:50~19:35 (S1741),"인문대학[광역] 신입생 전용강좌, N/P",
1학년,M프레시맨세미나,2,2,Y,남시훈,5524,0,30,금 13:00~14:50 (S10202),"사회과학대학[광역] 신입생 전용강좌, N/P",
1학년,M프레시맨세미나,2,2,Y,박진수,5525,0,40,금 13:00~14:50 (S1415),"사회과학대학[광역] 신입생 전용강좌, N/P",❌
1학년,M프레시맨세미나,2,2,Y,이지수,5526,0,40,금 13:00~14:50 (S1641),"사회과학대학[광역] 신입생 전용강좌, N/P",❌
1학년,M프레시맨세미나,2,2,Y,안혜성,5527,0,1,목 16:30~18:20 (S10115),"경영대학[광역] 신입생 전용강좌, N/P, 일괄수강",❌
1학년,M프레시맨세미나,2,2,Y,최한별,5528,0,1,목 16:30~18:20 (S10110),"경영대학[광역] 신입생 전용강좌, N/P, 일괄수강",
1학년,M프레시맨세미나,2,2,Y,김천수,5529,0,50,금 13:00~14:50 (S1450),"미디어·휴먼라이프대학[광역] 신입생 전용강좌, N/P",❌
1학년,M프레시맨세미나,2,2,Y,장희목,5530,0,50,목 11:00~12:50 (),"인공지능소프트웨어융합대학[광역] 신입생 전용강좌, N/P",
1학년,M프레시맨세미나,2,2,Y,강원묵,5531,0,30,화 16:30~18:15 (S10203),"아너칼리지 자율전공학부(인문) 신입생 전용강좌, N/P",❌
1학년,M프레시맨세미나,2,2,Y,김명구,5532,0,30,월 16:00~17:45 (S10216),"아너칼리지 자율전공학부(인문) 신입생 전용강좌, N/P",❌
1학년,M프레시맨세미나,2,2,Y,김윤정,5533,0,30,월 16:00~17:45 (S10117),"아너칼리지 자율전공학부(인문) 신입생 전용강좌, N/P",❌
1학년,M프레시맨세미나,2,2,Y,김일주,5534,0,30,월 16:00~17:45 (S10113),"아너칼리지 자율전공학부(인문) 신입생 전용강좌, N/P",❌
1학년,M프레시맨세미나,2,2,Y,김준영,5535,0,30,화 16:30~18:15 (S10111),"아너칼리지 자율전공학부(인문) 신입생 전용강좌, N/P",❌
1학년,M프레시맨세미나,2,2,Y,박윤현,5536,0,30,화 16:30~18:15 (S10201),"아너칼리지 자율전공학부(인문) 신입생 전용강좌, N/P",
1학년,M프레시맨세미나,2,2,Y,박형근,5537,0,30,화 16:30~18:15 (S10202),"아너칼리지 자율전공학부(인문) 신입생 전용강좌, N/P",❌
1학년,M프레시맨세미나,2,2,Y,서교원,5538,0,30,화 16:30~18:15 (S10114),"아너칼리지 자율전공학부(인문) 신입생 전용강좌, N/P",❌
1학년,M프레시맨세미나,2,2,Y,이수란,5539,0,30,월 16:00~17:45 (S10203),"아너칼리지 자율전공학부(인문) 신입생 전용강좌, N/P",❌
1학년,M프레시맨세미나,2,2,Y,황은경,5540,0,30,월 16:00~17:45 (S10118),"아너칼리지 자율전공학부(인문) 신입생 전용강좌, N/P",
전학년,교수(라영안)세미나,1,1,Y,라영안,5541,0,12,수 18:40~19:25 (),"미래융합대학 심리치료학과 2026학번 전용강좌, N/P",
전학년,교수(이현경)세미나,1,1,Y,이현경,5542,0,12,수 18:40~19:25 (),"미래융합대학 회계세무학과 2026학번 전용강좌, N/P",
전학년,교수(김지영)세미나,1,1,Y,김지영,5543,0,16,수 18:40~19:25 (),"미래융합대학 창의융합인재학부 2026학번 전용강좌, N/P",
전학년,교육학개론,2,2,N,이응모,5544,0,30,수 15:00~16:50 (S4705),교직신청자(한국학생) 전용강좌,
전학년,교육철학및교육사,2,2,N,이응모,5545,0,30,수 13:00~14:50 (S4705),교직신청자(한국학생) 전용강좌,
전학년,특수교육학개론,2,2,N,이현주,5546,0,30,목 09:00~10:50 (S4705),"온라인(블렌디드러닝), 교직신청자(한국학생) 전용강좌",
전학년,교육방법및교육공학,2,2,N,미배정,5547,0,30,화 11:00~12:50 (S4705),교직신청자(한국학생) 전용강좌,❌
전학년,교육사회,2,2,N,문수경,5548,0,30,월 11:00~12:50 (S4705),교직신청자(한국학생) 전용강좌,
전학년,교육실습,2,2,N,이현주,5549,0,30,수 11:00~12:50 (S4705),교직신청자(한국학생) 전용강좌,
전학년,교직실무,2,2,N,이현주,5550,0,30,화 09:00~10:50 (S4705),"온라인(블렌디드러닝), 교직신청자(한국학생) 전용강좌",
전학년,학교폭력예방및학생의이해,2,2,N,이현주,5551,0,30,수 09:00~10:50 (S4705),교직신청자(한국학생) 전용강좌,
전학년,디지털교육,2,2,N,미배정,5552,0,30,화 13:00~14:50 (S4705),교직신청자(한국학생) 전용강좌,❌
2학년,국어사,3,3,N,윤용선,5553,0,40,화 13:30~14:45 (S1919)  목 13:30~14:45 (S1919),,
3학년,현대문학사,3,3,N,이수형,5554,0,40,월 12:00~13:15 (S1850)  수 12:00~13:15 (S1850),,
1학년,고전문학사,3,3,N,남재철,5555,0,40,월 10:30~11:45 (S1846)  수 10:30~11:45 (S1846),,
1학년,현대문학입문,3,3,N,강계숙,5556,0,25,월 13:30~14:45 (S1846)  수 13:30~14:45 (S1846),,
2학년,고전시가론,3,3,N,최어진,5557,0,25,월 12:00~13:15 (S1919)  수 12:00~13:15 (S1919),,
2학년,현대소설교육론,3,3,N,이수형,5558,0,25,월 16:30~17:45 (S1850)  수 16:30~17:45 (S1850),,
2학년,소셜미디어와언어,3,3,N,서반석,5559,0,25,월 13:30~14:45 (S1919)  수 13:30~14:45 (S1919),,
3학년,고전문학강독,3,3,N,최어진,5560,0,25,월 15:00~16:15 (S1919)  수 15:00~16:15 (S1919),,
3학년,국어생활과어문규범,3,3,N,조남호,5561,0,25,화 12:00~13:15 (S1846)  목 12:00~13:15 (S1846),,
3학년,국어교육론,3,3,N,김지연,5562,0,25,화 10:30~11:45 (S1950)  목 10:30~11:45 (S1950),,❌
3학년,국어논리및논술,3,3,N,김지연,5563,0,25,화 12:00~13:15 (S1950)  목 12:00~13:15 (S1950),,❌
3학년,고전문학비평의시각과전개,3,3,N,남재철,5564,0,25,월 15:00~16:15 (S1846)  수 15:00~16:15 (S1846),,
3학년,현대문화와이미지의예술,3,3,N,강계숙,5565,0,25,월 16:30~17:45 (S1846)  수 16:30~17:45 (S1846),,
4학년,한국어교육의체계와이해,3,3,N,장채린,5566,0,25,화 15:00~16:15 (S1846)  목 15:00~16:15 (S1846),,
2학년,영어학개론,3,3,N,윤정미,5567,0,38,화 13:30~14:45 (S1923)  목 13:30~14:45 (S1923),전공이해기초교과(영문),
1학년,영문학개론,3,3,N,김소연,5568,0,38,월 12:00~13:15 (S1933)  수 12:00~13:15 (S1933),전공이해기초교과(영문),
1학년,영문학개론,3,3,N,김소연,5569,0,38,월 13:30~14:45 (S1933)  수 13:30~14:45 (S1933),전공이해기초교과(영문),
2학년,중급영어회화,3,3,N,스와이트토마스제임스,5570,0,20,월 09:00~10:15 (S1939)  수 09:00~10:15 (S1939),,
2학년,중급영어회화,3,3,N,스와이트토마스제임스,5571,0,20,월 12:00~13:15 (S1939)  수 12:00~13:15 (S1939),,
2학년,멀티미디어영어,3,3,N,스와이트토마스제임스,5572,0,38,화 09:00~10:15 (S1933)  목 09:00~10:15 (S1933),,
2학년,언어와사고,3,3,N,김아림,5573,0,38,월 09:00~10:15 (S1933)  수 09:00~10:15 (S1933),,
1학년,영어문법,3,3,N,윤정미,5574,0,38,화 15:00~16:15 (S1923)  목 15:00~16:15 (S1923),,
2학년,영어회화,3,3,N,스와이트토마스제임스,5575,0,20,월 10:30~11:45 (S1939)  수 10:30~11:45 (S1939),,
2학년,영어회화,3,3,N,스와이트토마스제임스,5576,0,20,화 10:30~11:45 (S1933)  목 10:30~11:45 (S1933),,
2학년,영어독해,3,3,N,윤정미,5577,0,38,월 13:30~14:45 (S1923)  수 13:30~14:45 (S1923),,
2학년,영미문학과신화,3,3,N,김용태,5578,0,38,금 13:30~16:15 (S1923),,❌
3학년,고급영어회화,3,3,N,스와이트토마스제임스,5579,0,20,화 12:00~13:15 (S1933)  목 12:00~13:15 (S1933),,
3학년,번역연습,3,3,N,이은주,5580,0,20,화 12:00~13:15 (S1923)  목 12:00~13:15 (S1923),외국인전용강좌,❌
3학년,영어음성음운론,3,3,N,김아림,5581,0,38,월 10:30~11:45 (S1923)  수 10:30~11:45 (S1923),,
2학년,영국문학사,3,3,N,김소연,5582,0,38,화 15:00~16:15 (S1933)  목 15:00~16:15 (S1933),,
3학년,영미희곡,3,3,N,박성희,5583,0,38,월 15:00~16:15 (S1933)  수 15:00~16:15 (S1933),원어강의,
3학년,영어교재연구및지도법,3,3,N,장지연,5584,0,38,화 12:00~13:15 (S1939)  목 12:00~13:15 (S1939),,
3학년,영문취업세미나,2,2,Y,박광현,5585,0,38,화 16:00~17:50 (S1939),,
3학년,중급영작문,3,3,N,이진,5586,0,18,화 10:30~11:45 (S1923)  목 10:30~11:45 (S1923),,❌
4학년,영어발표와토론,3,3,N,박성희,5587,0,38,화 10:30~11:45 (S1939)  목 10:30~11:45 (S1939),,
4학년,영어학세미나,3,3,N,박광현,5588,0,38,월 13:30~14:45 (S1939)  수 13:30~14:45 (S1939),,
4학년,영어학세미나,3,3,N,박광현,5589,0,38,월 15:00~16:15 (S1939)  수 15:00~16:15 (S1939),,
4학년,문학과영화,3,3,N,이진,5590,0,38,월 10:30~11:45 (S1933)  수 10:30~11:45 (S1933),,❌
4학년,문학과영화,3,3,N,이진,5591,0,38,월 12:00~13:15 (S1923)  수 12:00~13:15 (S1923),원어강의,❌
4학년,현대시사영어,3,3,N,박성희,5592,0,38,월 16:30~17:45 (S1933)  수 16:30~17:45 (S1933),,
2학년,언어와컴퓨터,3,3,N,박광현,5593,0,38,화 13:30~14:45 (S1939)  목 13:30~14:45 (S1939),,
1학년,초급중국어회화1,3,3,N,최재용,5594,0,50,화 10:30~11:45 (S1741)  목 10:30~11:45 (S1741),,
1학년,중국알아가기,3,3,N,김명구,5595,0,50,화 15:00~16:15 (S1741)  목 15:00~16:15 (S1741),,❌
2학년,중국문학개론,3,3,N,김명구,5596,0,50,월 12:00~13:15 (S1741)  수 12:00~13:15 (S1741),,❌
2학년,중국어청취1,3,3,N,박연정,5597,0,50,화 12:00~13:15 (S1741)  목 12:00~13:15 (S1741),,
3학년,중국어문법,3,3,N,이효진,5598,0,50,월 16:30~17:45 (S1741)  수 16:30~17:45 (S1741),,❌
3학년,중국어작문,3,3,N,강연,5599,0,20,월 12:00~13:15 (S1727)  수 12:00~13:15 (S1727),,❌
3학년,중국어교재연구및지도법,3,3,N,최석원,5600,0,20,화 16:30~17:45 (S1727)  목 16:30~17:45 (S1727),,
3학년,중국영화의안과밖,3,3,N,김명구,5601,0,50,월 13:30~14:45 (S1741)  수 13:30~14:45 (S1741),,❌
2학년,현대문학과중국인,3,3,N,최재용,5602,0,20,화 15:00~16:15 (S1727)  목 15:00~16:15 (S1727),,
4학년,통역의실제,3,3,N,강연,5603,0,20,화 12:00~13:15 (S1727)  목 12:00~13:15 (S1727),,❌
4학년,인터뷰중국어,3,3,N,강연,5604,0,20,화 10:30~11:45 (S1727)  목 10:30~11:45 (S1727),,
4학년,비즈니스중국어실용문,3,3,N,이효진,5605,0,20,월 15:00~16:15 (S1727)  수 15:00~16:15 (S1727),,❌
3학년,시사중국어독해,3,3,N,최석원,5606,0,50,화 13:30~14:45 (S1741)  목 13:30~14:45 (S1741),,
2학년,중급중국어회화1,3,3,N,강연,5607,0,20,월 10:30~11:45 (S1727)  수 10:30~11:45 (S1727),,
1학년,초급일본어회화1,3,3,N,사토 요코,5608,0,20,화 12:00~13:15 (S1731)  목 12:00~13:15 (S1731),,❌
1학년,초급일본어회화1,3,3,N,사토 요코,5609,0,20,화 13:30~14:45 (S1731)  목 13:30~14:45 (S1731),,❌
2학년,중급일본어회화1,3,3,N,후지모토 코코,5610,0,20,월 10:30~11:45 (S1731)  수 10:30~11:45 (S1731),,❌
2학년,중급일본어회화1,3,3,N,후지모토 코코,5611,0,20,월 12:00~13:15 (S1731)  수 12:00~13:15 (S1731),,❌
1학년,전공기초일본어1,3,3,N,이은미,5612,0,40,화 10:30~11:45 (S1837)  목 10:30~11:45 (S1837),전공이해기초교과(일문),❌
2학년,일어학의이해,3,3,N,이미숙,5613,0,40,월 13:30~16:15 (S1833),,
2학년,기초일본어작문,3,3,N,사토 요코,5614,0,20,화 16:30~17:45 (S1731)  목 16:30~17:45 (S1731),,
2학년,JLPT일본어기초,3,3,N,이은미,5615,0,30,화 13:30~14:45 (S1837)  목 13:30~14:45 (S1837),,❌
2학년,일본어독해1,3,3,N,박성미,5616,0,30,월 16:30~17:45 (S1833)  수 16:30~17:45 (S1833),,
2학년,일본의미술과디자인,3,3,N,노유니아,5617,0,30,화 10:30~11:45 (S1833)  목 10:30~11:45 (S1833),,
2학년,일본사의이해,3,3,N,김현경,5618,0,30,화 12:00~13:15 (S1837)  목 12:00~13:15 (S1837),,
4학년,일한번역입문,3,3,N,곽형덕,5619,0,30,월 12:00~13:15 (S1833)  수 12:00~13:15 (S1833),,❌
3학년,일본어교재연구및지도법,3,3,N,채윤주,5620,0,30,화 15:00~17:45 (S1837),,
3학년,일문취업세미나,2,2,Y,김현경,5621,0,30,목 16:00~17:50 (S1837),,
3학년,커뮤니케이션일본어,3,3,N,사토 요코,5622,0,20,월 16:30~17:45 (S1731)  수 16:30~17:45 (S1731),,
3학년,일본어어휘의이해,3,3,N,이미숙,5623,0,30,수 13:30~16:15 (S1833),,
4학년,비지니스일본어회화,3,3,N,사토 요코,5624,0,20,월 13:30~14:45 (S1731)  수 13:30~14:45 (S1731),,
4학년,일본의문화콘텐츠,3,3,N,노유니아,5625,0,30,화 13:30~14:45 (S1833)  목 13:30~14:45 (S1833),,
4학년,일본의근현대문학,3,3,N,곽형덕,5626,0,30,화 15:00~16:15 (S1833)  목 15:00~16:15 (S1833),,❌
3학년,일본서브컬쳐탐색,3,3,N,김현경,5627,0,30,월 10:30~11:45 (S1833)  수 10:30~11:45 (S1833),,
4학년,일본지역학세미나,3,3,N,곽형덕,5628,0,20,화 12:00~13:15 (S1833)  목 12:00~13:15 (S1833),,❌
4학년,글로벌일본기업연구,3,3,N,노유니아,5629,0,30,금 13:30~16:15 (S1833),,
1학년,한국고대사,3,3,N,박진훈,5630,0,30,화 10:30~11:45 (S1946)  목 10:30~11:45 (S1946),,
2학년,동양중세사,3,3,N,강원묵,5631,0,30,화 15:00~16:15 (S1946)  목 15:00~16:15 (S1946),,❌
1학년,동양고대사,3,3,N,장호영,5632,0,20,월 12:00~13:15 (S1946)  수 12:00~13:15 (S1946),,
2학년,서양사사료이해,3,3,N,황원호,5633,0,20,월 12:00~13:15 (S1950)  수 12:00~13:15 (S1950),,
2학년,한국사회경제사,3,3,N,박진훈,5634,0,30,월 10:30~11:45 (S1946)  수 10:30~11:45 (S1946),,
2학년,한국중세사,3,3,N,박진훈,5635,0,30,월 13:30~14:45 (S1950)  수 13:30~14:45 (S1950),,
3학년,역사학개론,3,3,N,김차규,5636,0,20,수 15:00~17:45 (S1950),,❌
3학년,사회교육론,3,3,N,이재성,5637,0,20,목 15:00~17:45 (S1552),,
3학년,사회교재연구및지도법,3,3,N,김주영,5638,0,20,목 17:50~20:15 (S1552),,
4학년,한국근세사,3,3,N,김태홍,5639,0,30,화 13:30~14:45 (S1946)  목 13:30~14:45 (S1946),,
4학년,동양사특강,3,3,N,강원묵,5640,0,20,월 16:30~17:45 (S1946)  수 16:30~17:45 (S1946),,❌
2학년,서지정보학입문,3,3,N,김민현,5641,0,25,화 09:00~11:45 (S1841),,❌
2학년,정보조직론,3,3,N,미배정,5642,0,50,수 12:00~14:45 (S1841),,❌
1학년,문헌정보학의이해,3,3,N,송승섭,5643,0,50,월 10:30~13:15 (S1841),전공이해기초교과(문정),
2학년,정보자원경영론,3,3,N,이흥용,5644,0,25,수 15:00~17:45 (S1841),,❌
2학년,어린이청소년독서교육,3,3,N,조혜전,5645,0,25,월 13:30~16:15 (S1841),,
2학년,텍스트코딩의기초,3,3,N,이한슬,5646,0,25,화 15:00~16:15 (S1733)  목 15:00~16:15 (S1733),,❌
3학년,학교도서관미디어센터론,3,3,N,김수진,5647,0,25,월 16:30~19:15 (S1841),,❌
3학년,정보시스템구축론,3,3,N,차현주,5648,0,25,목 10:30~13:15 (S1841),,
3학년,데이터프로그래밍기초,3,3,N,정유경,5649,0,25,월 10:30~11:45 (S1733)  수 10:30~11:45 (S1733),,
3학년,정보자원목록론,3,3,N,권나현,5650,0,25,화 12:00~14:45 (S1841),,❌
4학년,도서관정보센터실습,1,2,Y,김영석,5651,0,25,화 16:30~17:20 (S1841),,❌
4학년,데이터베이스시스템,3,3,N,미배정,5652,0,25,수 15:00~17:45 (S1733),,❌
4학년,전자책과디지털콘텐츠,3,3,N,이은호,5653,0,25,금 15:00~17:45 (S1841),,❌
4학년,정보이용과이용자,3,3,N,권나현,5654,0,25,수 12:00~14:45 (S10216),,❌
4학년,문헌정보기획캡스톤디자인,3,3,N,정유경,5655,0,25,월 13:30~16:15 (S1733),,
4학년,미디어와디지털리터러시,3,3,N,송현경,5656,0,25,목 16:30~19:15 (S1841),,❌
1학년,기초아랍어,3,3,N,문지영,5657,0,16,화 10:30~11:45 (S1854)  목 10:30~11:45 (S1854),전공이해기초교과(아랍),
1학년,기초아랍어,3,3,N,문지영,5658,0,16,화 13:30~14:45 (S1729)  목 13:30~14:45 (S1729),전공이해기초교과(아랍),
1학년,아랍학입문,3,3,N,김정명,5659,0,35,화 16:30~17:45 (S1850)  목 16:30~17:45 (S1850),전공이해기초교과(아랍),
2학년,초급아랍어회화2,3,3,N,아흐메드,5660,0,16,화 16:30~17:45 (S1729)  목 16:30~17:45 (S1729),,
2학년,초급아랍어회화2,3,3,N,아흐메드,5661,0,16,월 10:30~11:45 (S1729)  수 10:30~11:45 (S1729),,
2학년,아랍어문법2,3,3,N,이종화,5662,0,30,화 13:30~14:45 (S1854)  목 13:30~14:45 (S1854),,
1학년,기초아랍어회화,3,3,N,아흐메드,5663,0,16,월 12:00~13:15 (S1729)  수 12:00~13:15 (S1729),,
1학년,기초아랍어회화,3,3,N,아흐메드,5664,0,16,월 15:00~16:15 (S1729)  수 15:00~16:15 (S1729),,
2학년,아랍역사,3,3,N,김정명,5665,0,30,월 13:30~14:45 (S1854)  수 13:30~14:45 (S1854),,
2학년,중급아랍어강독,3,3,N,안정국,5666,0,30,목 15:00~17:45 (S1954),,❌
3학년,중동경제,3,3,N,이은경,5667,0,30,수 10:30~13:15 (S10217),,
3학년,중급아랍어회화2,3,3,N,아흐메드,5668,0,30,화 10:30~11:45 (S1729)  목 10:30~11:45 (S1729),,
3학년,아랍어교재연구및지도법,3,3,N,문지영,5669,0,30,월 13:30~14:45 (S1729)  수 13:30~14:45 (S1729),,
3학년,비즈니스아랍어,3,3,N,카우타르 크라예,5670,0,30,월 15:00~16:15 (S1741)  수 15:00~16:15 (S1741),,❌
3학년,실용아랍어2,3,3,N,이종화,5671,0,30,화 16:30~17:45 (S1854)  목 16:30~17:45 (S1854),,
4학년,코란과이슬람법,3,3,N,김형훈,5672,0,30,목 15:00~17:45 (S1958),,
4학년,아랍어통번역입문,3,3,N,카우타르 크라예,5673,0,30,월 12:00~13:15 (S1958)  수 12:00~13:15 (S1958),,❌
4학년,아랍어작문,3,3,N,문지영,5674,0,30,월 15:00~16:15 (S1854)  수 15:00~16:15 (S1854),,
전학년,코칭심리학,3,3,N,이수란,5675,0,50,화 12:00~13:15 (S1454)  목 12:00~13:15 (S1454),,❌
2학년,교육행정론,3,3,N,신택수,5676,0,50,화 13:30~14:45 (S1454)  목 13:30~14:45 (S1454),,
3학년,학습심리,3,3,N,윤형주,5677,0,60,월 12:00~13:15 (S1454)  수 12:00~13:15 (S1454),,
4학년,청소년지도방법론,3,3,N,전명순,5678,0,60,목 17:50~20:15 (S1454),,
2학년,상담이론과실제,3,3,N,이은경,5679,0,50,화 16:30~19:05 (S1454),,
3학년,가족상담,3,3,N,이수란,5680,0,50,화 10:30~11:45 (S1454)  목 10:30~11:45 (S1454),,❌
3학년,청소년기관실습Ⅱ,3,3,Y,윤형주,5681,0,60,금 12:00~14:45 (S1454),,
3학년,청소년기관실습Ⅰ,3,3,Y,윤형주,5682,0,60,금 15:00~17:45 (S1454),,
3학년,발달심리,3,3,N,조아미,5683,0,50,월 10:30~11:45 (S1454)  수 10:30~11:45 (S1454),,
3학년,철학적사고와청소년지도,3,3,N,김준성,5684,0,25,화 15:00~16:15 (S1454)  목 15:00~16:15 (S1454),철학과 윤리학 교과목과 코드쉐어링,❌
3학년,청소년지도사례연구,3,3,N,권일남,5685,0,50,월 16:30~19:05 (S1454),,❌
3학년,진로상담,3,3,N,김수진,5686,0,30,목 15:00~17:45 (S1458),,❌
4학년,청소년프로그램개발과평가,3,3,N,권일남,5687,0,60,월 15:00~16:15 (S1454)  수 15:00~16:15 (S1454),,❌
4학년,청소년문제와보호,3,3,N,조아미,5688,0,60,월 13:30~14:45 (S1454)  수 13:30~14:45 (S1454),,
2학년,제자백가사상,3,3,N,김한상,5689,0,40,월 10:30~11:45 (S1950)  수 10:30~11:45 (S1950),,❌
2학년,한중일철학사상,3,3,N,김한상,5690,0,40,월 15:00~16:15 (S1954)  수 15:00~16:15 (S1954),,❌
3학년,미디어철학,3,3,N,문종만,5691,0,40,목 10:30~13:15 (S4315),"미러링 강의 (인문캠 대면 수업, 자연캠 Y3246 화상 수업)",
2학년,윤리학,3,3,N,김준성,5692,0,25,화 15:00~16:15 (S1454)  목 15:00~16:15 (S1454),[&#39;철학적사고와청소년지도&#39; 교과목과 공동 운영],❌
4학년,현대미학의쟁점,3,3,N,조선우,5693,0,40,화 10:30~13:15 (S4315),"미러링 강의 (인문캠 대면 수업, 자연캠 Y3246 화상 수업)",
3학년,칸트와헤겔의미학,3,3,N,강순전,5694,0,40,월 16:30~17:45 (S1954)  수 16:30~17:45 (S1954),,
1학년,미디어콘텐츠의이해,3,3,N,손진원,5695,0,25,화 12:00~14:45 (S1546),,
1학년,시의이해,3,3,N,박상수,5696,0,30,목 15:00~17:45 (S1858),,❌
1학년,소설의이해,3,3,N,김유진,5697,0,25,수 15:00~17:45 (S1837),,❌
2학년,내러티브의이론과실제,3,3,N,신수정,5698,0,30,목 12:00~14:45 (S1858),,❌
2학년,드라마의이해,3,3,N,양근애,5699,0,30,월 12:00~14:45 (S1858),,❌
2학년,시창작의실제1,3,3,N,천수호,5700,0,30,화 15:00~17:45 (S1954),,
